"creative_id","slug","title","current_status","public_eligible","review_status","risk_level","action","canonical_target","duplicate_cluster_id","stale_claim_count","unsupported_claim_count","language_issue_count","image_duplicate_count","performance_signal","reason","recommended_next_step"
"86866e6f-f765-432f-bc18-3afb78d43f12","oslo-weather-packing","오슬로 월별 날씨 옷차림 여행 준비물 체크리스트","published","false","null","MEDIUM","MERGE","sendai-7-weather-preparation","dup-f1f36c2b2efa9974","0","0","0","2","clicks=0;impressions=0","template_skeleton_cluster","merge_into:sendai-7-weather-preparation"
"611481b0-f07a-4175-bf76-5c737f8784cb","edinburgh-weather-packing","에든버러 월별 날씨 옷차림 여행 준비물 체크리스트","published","false","null","MEDIUM","MERGE","sendai-7-weather-preparation","dup-f1f36c2b2efa9974","0","0","0","1","clicks=0;impressions=0","template_skeleton_cluster","merge_into:sendai-7-weather-preparation"
"e4253ea4-9312-4631-973e-bee1c581f38c","kotakinabalu-3n5d-value-3005d2db-20260812-5d","코타키나발루 5일 패키지 여행 준비 체크리스트와 비교 기준 2026","published","true","null","LOW","REFRESH","","","0","4","0","0","clicks=0;impressions=0","unsupported_numbers","editorial_refresh_with_claim_and_image_evidence"
"6e19db8d-a6df-456e-8fdc-b3fde4375fd2","athens-weather-packing","아테네 월별 날씨 옷차림 여행 준비물 체크리스트","published","false","null","MEDIUM","MERGE","sendai-7-weather-preparation","dup-f1f36c2b2efa9974","0","0","0","1","clicks=0;impressions=0","template_skeleton_cluster","merge_into:sendai-7-weather-preparation"
"a95dd0f9-3b41-4f8a-9dd4-ec1d2d308825","vientiane-weather-packing","비엔티안 월별 날씨 옷차림 여행 준비물 체크리스트","published","false","null","MEDIUM","MERGE","sendai-7-weather-preparation","dup-f1f36c2b2efa9974","0","0","0","0","clicks=0;impressions=0","template_skeleton_cluster","merge_into:sendai-7-weather-preparation"
"01f260d6-c60e-4319-9fef-229ad27b6f7e","colombo-weather-packing","콜롬보 월별 날씨 옷차림 여행 준비물 체크리스트","published","false","null","MEDIUM","MERGE","sendai-7-weather-preparation","dup-f1f36c2b2efa9974","0","0","0","3","clicks=0;impressions=0","template_skeleton_cluster","merge_into:sendai-7-weather-preparation"
"646dce08-9a97-4c24-be94-edaa5c49a298","stockholm-weather-packing","스톡홀름 월별 날씨 옷차림 여행 준비물 체크리스트","published","false","null","MEDIUM","MERGE","sendai-7-weather-preparation","dup-f1f36c2b2efa9974","0","0","0","1","clicks=0;impressions=0","template_skeleton_cluster","merge_into:sendai-7-weather-preparation"
"64a81962-108c-47d6-a7b7-6fb6379a7289","yangon-weather-packing","양곤 월별 날씨 옷차림 여행 준비물 체크리스트","published","false","null","MEDIUM","MERGE","sendai-7-weather-preparation","dup-f1f36c2b2efa9974","0","0","0","3","clicks=0;impressions=0","template_skeleton_cluster","merge_into:sendai-7-weather-preparation"
"2c468cb0-450e-43e6-9734-1057c77f0e56","siemreap-weather-packing","씨엠립 월별 날씨 옷차림 여행 준비물 체크리스트","published","false","null","MEDIUM","MERGE","sendai-7-weather-preparation","dup-f1f36c2b2efa9974","0","0","0","3","clicks=0;impressions=0","template_skeleton_cluster","merge_into:sendai-7-weather-preparation"
"16af76c1-5f62-4046-8430-2832ba3b6caf","vienna-weather-packing","비엔나 월별 날씨 옷차림 여행 준비물 체크리스트","published","false","null","MEDIUM","MERGE","sendai-7-weather-preparation","dup-f1f36c2b2efa9974","0","0","0","1","clicks=0;impressions=0","template_skeleton_cluster","merge_into:sendai-7-weather-preparation"
"6579aa40-44b2-4c46-abcf-71e225043116","surabaya-weather-packing","수라바야 월별 날씨 옷차림 여행 준비물 체크리스트","published","false","null","MEDIUM","MERGE","sendai-7-weather-preparation","dup-f1f36c2b2efa9974","0","0","0","2","clicks=0;impressions=0","template_skeleton_cluster","merge_into:sendai-7-weather-preparation"
"59e20ba5-9cba-4f9a-a279-3e8461c16498","cairo-weather-packing","카이로 월별 날씨 옷차림 여행 준비물 체크리스트","published","false","null","MEDIUM","MERGE","sendai-7-weather-preparation","dup-f1f36c2b2efa9974","0","0","0","0","clicks=0;impressions=0","template_skeleton_cluster","merge_into:sendai-7-weather-preparation"
"dca8b564-a1d3-4ac5-9013-23abf123eeba","melbourne-weather-packing","멜버른 월별 날씨 옷차림 여행 준비물 체크리스트","published","false","null","MEDIUM","MERGE","sendai-7-weather-preparation","dup-f1f36c2b2efa9974","0","0","0","0","clicks=0;impressions=0","template_skeleton_cluster","merge_into:sendai-7-weather-preparation"
"754fd42d-5147-4619-8bd2-a221bbe24d28","weather-checklist-august","만달레이 월별 날씨 옷차림 여행 준비물 체크리스트","published","false","null","MEDIUM","MERGE","sendai-7-weather-preparation","dup-f1f36c2b2efa9974","0","0","0","2","clicks=0;impressions=0","template_skeleton_cluster","merge_into:sendai-7-weather-preparation"
"d4a37766-6df1-4edd-a16e-140a13a3733c","budapest-weather-packing","부다페스트 월별 날씨 옷차림 여행 준비물 체크리스트","published","false","null","MEDIUM","MERGE","sendai-7-weather-preparation","dup-f1f36c2b2efa9974","0","0","0","1","clicks=0;impressions=0","template_skeleton_cluster","merge_into:sendai-7-weather-preparation"
"7c404cc0-d18e-4252-8a58-b5911e80c91e","nagoya-weather-packing","나고야 월별 날씨 옷차림 여행 준비물 체크리스트","published","false","null","MEDIUM","MERGE","sendai-7-weather-preparation","dup-f1f36c2b2efa9974","0","0","0","2","clicks=0;impressions=0","template_skeleton_cluster","merge_into:sendai-7-weather-preparation"
"8f64580e-78e6-4e64-9a18-0f7c0056947b","beijing-weather-packing","베이징 월별 날씨 옷차림 여행 준비물 체크리스트","published","false","null","MEDIUM","MERGE","sendai-7-weather-preparation","dup-f1f36c2b2efa9974","0","0","0","0","clicks=0;impressions=0","template_skeleton_cluster","merge_into:sendai-7-weather-preparation"
"89476a68-e69c-46f1-8c97-44d4f6d22abc","istanbul-weather-packing","이스탄불 월별 날씨 옷차림 여행 준비물 체크리스트","published","false","null","MEDIUM","MERGE","sendai-7-weather-preparation","dup-f1f36c2b2efa9974","0","0","0","0","clicks=0;impressions=0","template_skeleton_cluster","merge_into:sendai-7-weather-preparation"
"a73b8a4b-039d-46f0-9229-c769f625bacd","dubai-july-weather-preparation","두바이 월별 날씨 옷차림 여행 준비물 체크리스트","published","false","null","MEDIUM","MERGE","sendai-7-weather-preparation","dup-f1f36c2b2efa9974","0","0","0","0","clicks=0;impressions=0","template_skeleton_cluster","merge_into:sendai-7-weather-preparation"
"a3f43b0f-7b5b-42fa-8d2c-1050b1f96640","shanghai-weather-packing","상하이 월별 날씨 옷차림 여행 준비물 체크리스트","published","false","null","MEDIUM","MERGE","sendai-7-weather-preparation","dup-f1f36c2b2efa9974","0","0","0","1","clicks=0;impressions=0","template_skeleton_cluster","merge_into:sendai-7-weather-preparation"
"242fe7a6-45e3-421a-be51-9c11c237babc","sendai-7-weather-preparation","센다이 월별 날씨 옷차림 여행 준비물 체크리스트","published","false","null","MEDIUM","REFRESH","","dup-f1f36c2b2efa9974","0","0","0","1","clicks=0;impressions=0","image_quality","editorial_refresh_with_claim_and_image_evidence"
"41f589aa-f056-4a2c-9a32-4b9c4bdbe01e","busan-weather-packing","부산 7월 날씨 옷차림 여행 준비물 체크리스트","published","false","null","MEDIUM","MERGE","세부-6월-날씨와-옷차림-완벽-가이드","dup-a93503bfa05c440c","0","0","0","0","clicks=0;impressions=0","template_skeleton_cluster","merge_into:세부-6월-날씨와-옷차림-완벽-가이드"
"29be96a9-0cce-46d1-9980-a3239946aaf3","jeju-weather-packing","제주 7월 날씨 옷차림 여행 준비물 체크리스트","published","false","null","MEDIUM","MERGE","세부-6월-날씨와-옷차림-완벽-가이드","dup-a93503bfa05c440c","0","0","0","1","clicks=0;impressions=0","template_skeleton_cluster","merge_into:세부-6월-날씨와-옷차림-완벽-가이드"
"3c0d7dd4-8480-46bc-93bb-0a64fd41fbe6","barcelona-weather-packing","바르셀로나 7월 날씨 옷차림 여행 준비물 체크리스트","published","false","null","MEDIUM","MERGE","세부-6월-날씨와-옷차림-완벽-가이드","dup-a93503bfa05c440c","0","0","0","1","clicks=0;impressions=0","template_skeleton_cluster","merge_into:세부-6월-날씨와-옷차림-완벽-가이드"
"4188a201-5f07-40c9-8c76-b7ef1fc374ca","sydney-weather-packing","시드니 7월 날씨 옷차림 여행 준비물 체크리스트","published","false","null","MEDIUM","MERGE","세부-6월-날씨와-옷차림-완벽-가이드","dup-a93503bfa05c440c","0","0","0","0","clicks=0;impressions=0","template_skeleton_cluster","merge_into:세부-6월-날씨와-옷차림-완벽-가이드"
"abe3dc37-1c31-4043-8a5f-0c4629bd633d","prague-weather-packing","프라하 7월 날씨 옷차림 여행 준비물 체크리스트","published","false","null","MEDIUM","MERGE","세부-6월-날씨와-옷차림-완벽-가이드","dup-a93503bfa05c440c","0","0","0","0","clicks=0;impressions=0","template_skeleton_cluster","merge_into:세부-6월-날씨와-옷차림-완벽-가이드"
"8cdcf9e1-24b6-4baf-8952-5fa4b342a556","london-weather-packing","런던 7월 날씨 여행 가이드 2026 | 날씨와 옷차림 체크","published","false","null","MEDIUM","MERGE","guam-weather-packing","dup-0702d5e095b99e0c","0","0","0","0","clicks=0;impressions=0","template_skeleton_cluster","merge_into:guam-weather-packing"
"e50585e1-11cd-4edf-a353-606dfe1abaac","kualalumpur-weather-packing","쿠알라룸푸르 7월 날씨 옷차림 여행 준비물 체크리스트","published","false","null","MEDIUM","MERGE","세부-6월-날씨와-옷차림-완벽-가이드","dup-a93503bfa05c440c","0","0","0","0","clicks=0;impressions=0","template_skeleton_cluster","merge_into:세부-6월-날씨와-옷차림-완벽-가이드"
"1f4f3e92-cbe9-4872-b725-e0b831f7b077","hcmc-weather-packing","호치민 7월 날씨 여행 가이드 2026 | 날씨와 옷차림 체크","published","false","null","MEDIUM","MERGE","guam-weather-packing","dup-0702d5e095b99e0c","0","0","0","0","clicks=0;impressions=0","template_skeleton_cluster","merge_into:guam-weather-packing"
"816fe246-6820-4c95-a70d-fade7c4fdb45","kotakinabalu-weather-packing","코타키나발루 7월 날씨 옷차림 여행 준비물 체크리스트","published","false","null","MEDIUM","MERGE","세부-6월-날씨와-옷차림-완벽-가이드","dup-a93503bfa05c440c","0","0","0","0","clicks=0;impressions=0","template_skeleton_cluster","merge_into:세부-6월-날씨와-옷차림-완벽-가이드"
"fef28785-f913-4f7b-8e60-283c9bb7b499","hanoi-weather-packing","하노이 7월 날씨 여행 가이드 2026 | 날씨와 옷차림 체크","published","false","null","MEDIUM","MERGE","guam-weather-packing","dup-0702d5e095b99e0c","0","0","0","2","clicks=0;impressions=0","template_skeleton_cluster","merge_into:guam-weather-packing"
"21ae7b38-83f1-4761-a02e-59fd7a190be6","seoul-weather-packing","서울 7월 날씨 여행 가이드 2026 | 날씨와 옷차림 체크","published","false","null","MEDIUM","MERGE","guam-weather-packing","dup-0702d5e095b99e0c","0","0","0","1","clicks=0;impressions=0","template_skeleton_cluster","merge_into:guam-weather-packing"
"438992e2-b11a-439f-af9f-00da7d6ee00d","osaka-weather-packing","오사카 7월 날씨 여행 가이드 2026 | 날씨와 옷차림 체크","published","false","null","MEDIUM","MERGE","guam-weather-packing","dup-0702d5e095b99e0c","0","0","0","0","clicks=0;impressions=0","template_skeleton_cluster","merge_into:guam-weather-packing"
"0fd98d4a-a473-4a99-9a0f-c26a8849952f","paris-weather-packing","파리 7월 날씨 여행 가이드 2026 | 날씨와 옷차림 체크","published","false","null","MEDIUM","MERGE","guam-weather-packing","dup-0702d5e095b99e0c","0","0","0","0","clicks=0;impressions=0","template_skeleton_cluster","merge_into:guam-weather-packing"
"d98f157d-f6c6-4535-acfb-4c4aca7d04c5","sapporo-weather-packing","삿포로 7월 날씨 여행 가이드 2026 | 날씨와 옷차림 체크","published","false","null","MEDIUM","MERGE","guam-weather-packing","dup-0702d5e095b99e0c","0","0","0","0","clicks=0;impressions=0","template_skeleton_cluster","merge_into:guam-weather-packing"
"58bdd8d3-6c02-4bb3-a4e0-9945e92de391","tokyo-weather-packing","도쿄 7월 날씨 여행 가이드 2026 | 날씨와 옷차림 체크","published","false","null","MEDIUM","MERGE","guam-weather-packing","dup-0702d5e095b99e0c","0","0","0","0","clicks=0;impressions=0","template_skeleton_cluster","merge_into:guam-weather-packing"
"5fc05df5-ef54-46fa-8ded-87fd93c297b6","fukuoka-weather-packing","후쿠오카 7월 날씨 여행 가이드 2026 | 날씨와 옷차림 체크","published","false","null","MEDIUM","MERGE","guam-weather-packing","dup-0702d5e095b99e0c","0","0","0","0","clicks=0;impressions=0","template_skeleton_cluster","merge_into:guam-weather-packing"
"74a89067-b199-4a3f-bdac-3ce8928ec281","okinawa-weather-packing","오키나와 7월 날씨 여행 가이드 2026 | 날씨와 옷차림 체크","published","false","null","MEDIUM","MERGE","guam-weather-packing","dup-0702d5e095b99e0c","0","0","0","0","clicks=0;impressions=0","template_skeleton_cluster","merge_into:guam-weather-packing"
"fe73a1cd-3033-452c-ac2e-7723c30e6d8b","guam-weather-packing","괌 7월 날씨 여행 가이드 2026 | 날씨와 옷차림 체크","published","false","null","MEDIUM","REFRESH","","dup-0702d5e095b99e0c","0","0","0","0","clicks=0;impressions=0","image_quality","editorial_refresh_with_claim_and_image_evidence"
"604e1622-befd-4cff-981a-7b76a3e3c412","phuquoc-kid-friendly","푸꾸옥 아이와 가족여행 여행 준비 체크리스트와 비교 기준 2026","published","true","none","LOW","REFRESH","","","0","20","0","0","clicks=0;impressions=0","unsupported_numbers","editorial_refresh_with_claim_and_image_evidence"
"c4e276d8-d900-4912-a520-3fa29d0aec1a","bangkok-hotel-area","방콕 숙소 위치별 예산 여행 준비 체크리스트와 비교 기준 2026","published","true","none","LOW","REFRESH","","","0","17","0","0","clicks=0;impressions=0","unsupported_numbers","editorial_refresh_with_claim_and_image_evidence"
"e25cdc40-6ea4-4ff0-af46-2032280f1702","guangzhou-busan-guangzhou-3-5","광저우 여행 가이드 2026 | 일정과 이동 동선 체크","archived","false","none","LOW","MERGE","kuala-lumpur-singapore-malacca-complete-guide","dup-51cc2ab7dbe96d9b","0","3","0","2","clicks=0;impressions=0","template_skeleton_cluster","merge_into:kuala-lumpur-singapore-malacca-complete-guide"
"60d7e189-480c-4b23-9c67-5bedc8f22593","guangzhou-busan-guangzhou-4-6","부산/김해출발 광저우/천저우 4박6일 가성비 패키지 137만원~ (2026)","archived","false","none","LOW","REFRESH","","","0","3","0","2","clicks=0;impressions=0","unsupported_numbers","editorial_refresh_with_claim_and_image_evidence"
"b5c2c324-0fb6-498c-89a0-b9927a50dfa6","phuquoc-lj-phuquoc-3-5","부산/김해출발 푸꾸옥 3박5일 가성비 패키지 80만원~ (2026)","archived","false","none","LOW","MERGE","shizuoka-shizuoka-2-3-bx1645","dup-2d1974d77bff30fa","0","3","0","0","clicks=0;impressions=0","template_skeleton_cluster","merge_into:shizuoka-shizuoka-2-3-bx1645"
"be58d752-b3aa-49fb-9dd9-41faea586f65","guangzhou-4-6-2","부산/김해출발 광저우 4박6일 가성비 패키지 75만원~ (2026)","archived","false","none","LOW","MERGE","shizuoka-shizuoka-2-3-bx1645","dup-2d1974d77bff30fa","0","4","0","0","clicks=0;impressions=0","template_skeleton_cluster","merge_into:shizuoka-shizuoka-2-3-bx1645"
"f4ef97d3-1512-48b9-828a-d300f3196ec2","mongolia-weather-packing","몽골 날씨와 옷차림 여행 가이드 2026 | 날씨와 옷차림 체크","published","true","none","MEDIUM","REFRESH","","","0","5","0","0","clicks=0;impressions=0","unsupported_numbers","editorial_refresh_with_claim_and_image_evidence"
"9ea7ac4d-d64a-4c76-b5db-2474c3ea0982","cebu-shopping-budget","세부 여행 가이드 2026 | 예산과 실제 비용 체크","published","true","none","LOW","MERGE","cebu-food-budget","dup-f8350b173f4428cd","0","22","0","0","clicks=0;impressions=0","exact_title_duplicate","merge_into:cebu-food-budget"
"b10d2491-5129-4806-aea0-22f28304cfca","bali-weather-packing","발리 날씨와 옷차림 여행 가이드 2026 | 날씨와 옷차림 체크","published","true","none","MEDIUM","REFRESH","","","0","3","0","0","clicks=0;impressions=0","unsupported_numbers","editorial_refresh_with_claim_and_image_evidence"
"367e5fb0-8707-45d0-8edd-b552060fb42c","nhatrang-lj-nhatrang-1-nhatrang3-3-5-itinerary","부산/김해출발 나트랑 3박5일 가성비 패키지 58만원~ (2026)","archived","false","none","LOW","MERGE","shizuoka-shizuoka-2-3-bx1645","dup-2d1974d77bff30fa","0","3","0","0","clicks=0;impressions=0","template_skeleton_cluster","merge_into:shizuoka-shizuoka-2-3-bx1645"
"e7ed2717-c2e7-414c-a19f-8667d750d565","qingdao-bx-qingdao-2-3","부산/김해출발 노팁/노옵션 특급호텔 청도+맥주박물관 2박3일 가성비 패키지 55만원~ (2026)","archived","false","none","LOW","REFRESH","","","0","3","0","2","clicks=0;impressions=0","unsupported_numbers","editorial_refresh_with_claim_and_image_evidence"
"7a529317-a244-453b-a7a7-982dbc204de8","clark-weather","클락 월별 날씨와 옷차림 여행 준비 체크리스트와 비교 기준 2026","published","true","null","MEDIUM","MERGE","xian-weather-clothes-checklist-2026","dup-2d0f6e83d61ee566","0","0","0","0","clicks=0;impressions=0","template_skeleton_cluster","merge_into:xian-weather-clothes-checklist-2026"
"6b76b7f4-2946-40f7-a374-306f4d829633","yanji-yanji-baekdusan-3-4","부산/김해출발 연길 3박4일 가성비 패키지 63만원~ (2026)","archived","false","none","LOW","MERGE","shizuoka-shizuoka-2-3-bx1645","dup-2d1974d77bff30fa","0","3","0","2","clicks=0;impressions=0","template_skeleton_cluster","merge_into:shizuoka-shizuoka-2-3-bx1645"
"11c3708e-c3b2-4fb3-ae34-67c21081d4aa","qingdao-2-bx-qingdao-2-2-3","부산/김해출발 청도 2색골프 2박3일 가성비 패키지 47만원~ (2026)","archived","false","none","LOW","REFRESH","","","0","3","0","2","clicks=0;impressions=0","unsupported_numbers","editorial_refresh_with_claim_and_image_evidence"
"c76cca33-f520-4801-8369-756ef48d2e34","guangzhou-4n6d-value-d09764f0-20260909-6d-pus-etc-can","부산/김해출발 광저우 4박6일 가성비 패키지 137만원~ (2026)","archived","false","none","LOW","MERGE","shizuoka-shizuoka-2-3-bx1645","dup-2d1974d77bff30fa","0","3","0","0","clicks=0;impressions=0","template_skeleton_cluster","merge_into:shizuoka-shizuoka-2-3-bx1645"
"4a766220-0b85-44d3-85d9-cfb255a55500","cebu-kid-friendly","세부 아이와 가족여행 일정 · 코스, 2026 기준","published","true","none","LOW","REFRESH","","","0","27","0","0","clicks=0;impressions=0","unsupported_numbers","editorial_refresh_with_claim_and_image_evidence"
"fa242887-32a0-4b62-80da-cf66cee23a64","cebu-first-day-plan","세부 여행 가이드 2026 | 일정과 이동 동선 체크","published","true","none","LOW","MERGE","kuala-lumpur-singapore-malacca-complete-guide","dup-51cc2ab7dbe96d9b","0","16","0","0","clicks=0;impressions=0","template_skeleton_cluster","merge_into:kuala-lumpur-singapore-malacca-complete-guide"
"06547bc2-db09-42a5-96a3-3737389f78ef","bali-food-budget","발리 여행 가이드 2026 | 예산과 실제 비용 체크","published","true","none","LOW","MERGE","괌-가족여행-아이와-함께-즐길-수-있는-액티비티-추천-best-5","dup-f8350b173f4428cd","0","28","0","0","clicks=0;impressions=0","template_skeleton_cluster","merge_into:괌-가족여행-아이와-함께-즐길-수-있는-액티비티-추천-best-5"
"54356f6f-d150-433b-bf9b-1e4a27916ac8","europe-vs","유럽 여행 가이드 2026 | 예산과 실제 비용 체크","published","true","none","LOW","MERGE","괌-가족여행-아이와-함께-즐길-수-있는-액티비티-추천-best-5","dup-f8350b173f4428cd","0","1","0","0","clicks=0;impressions=0","template_skeleton_cluster","merge_into:괌-가족여행-아이와-함께-즐길-수-있는-액티비티-추천-best-5"
"3a8d002e-c5b7-4aa7-b385-30ff3573f49b","hongkong-weather-july","홍콩 7월 날씨 옷차림 여행 준비물 체크리스트","published","true","null","MEDIUM","MERGE","세부-6월-날씨와-옷차림-완벽-가이드","dup-a93503bfa05c440c","0","0","0","0","clicks=0;impressions=0","template_skeleton_cluster","merge_into:세부-6월-날씨와-옷차림-완벽-가이드"
"19b32689-08e6-4223-90ca-98b037ad91e0","cebu-food-budget","세부 여행 가이드 2026 | 예산과 실제 비용 체크","published","true","none","LOW","REFRESH","","dup-f8350b173f4428cd","0","16","0","0","clicks=0;impressions=0","unsupported_numbers","editorial_refresh_with_claim_and_image_evidence"
"7dd2d028-aa68-4ddd-ba60-d3c3b1bd8a4a","cebu-hotel-area","세부 숙소 지역별 예산 여행 가이드 2026 | 예산과 실제 비용 체크","published","true","none","LOW","MERGE","bali-hotel-area","dup-8a143ab886f7feaf","0","21","1","0","clicks=0;impressions=0","template_skeleton_cluster","merge_into:bali-hotel-area"
"218793c5-c876-4b28-9dda-c06c9a5688af","xian-bx-xian-4-6","부산/김해출발 서안 4박6일 가성비 패키지 44만원~ (2026)","archived","false","none","LOW","MERGE","shizuoka-shizuoka-2-3-bx1645","dup-2d1974d77bff30fa","0","3","0","0","clicks=0;impressions=0","template_skeleton_cluster","merge_into:shizuoka-shizuoka-2-3-bx1645"
"2f84112f-2819-4b40-a51c-3c3b08b80d77","xian-bx-xian-3-5","부산/김해출발 서안 3박5일 가성비 패키지 76만원~ (2026)","archived","false","none","LOW","MERGE","shizuoka-shizuoka-2-3-bx1645","dup-2d1974d77bff30fa","0","3","0","0","clicks=0;impressions=0","template_skeleton_cluster","merge_into:shizuoka-shizuoka-2-3-bx1645"
"ca91bb28-e011-42ee-ba45-959455bd1b8a","shijiazhuang-shijiazhuang-5-7c","부산/김해출발 석가장 3박5일 가성비 패키지 70만원~ (2026)","archived","false","none","LOW","MERGE","shizuoka-shizuoka-2-3-bx1645","dup-2d1974d77bff30fa","0","2","0","2","clicks=0;impressions=0","template_skeleton_cluster","merge_into:shizuoka-shizuoka-2-3-bx1645"
"138f0b3d-2046-4855-a261-080f6a396802","yanji-baekdusan-0709-26-7-baekdusan-adm-20","부산/김해출발 연길/백두산 3박4일 가성비 패키지 50만원~ (2026)","archived","false","none","LOW","MERGE","shizuoka-shizuoka-2-3-bx1645","dup-2d1974d77bff30fa","0","5","0","0","clicks=0;impressions=0","template_skeleton_cluster","merge_into:shizuoka-shizuoka-2-3-bx1645"
"31e65da3-3458-4b01-9212-742ef788fe54","beppu-3-0520","부산/김해출발 벳부 2박3일 가성비 패키지 40만원~ (2026)","archived","false","none","LOW","MERGE","shizuoka-shizuoka-2-3-bx1645","dup-2d1974d77bff30fa","0","4","0","0","clicks=0;impressions=0","template_skeleton_cluster","merge_into:shizuoka-shizuoka-2-3-bx1645"
"ffcf2fad-03f3-4014-a24d-3cc77ad04d52","mongolia-food-budget","몽골 여행 가이드 2026 | 예산과 실제 비용 체크","published","true","none","LOW","MERGE","mongolia-shopping-budget","dup-f8350b173f4428cd","0","26","0","0","clicks=0;impressions=0","exact_title_duplicate","merge_into:mongolia-shopping-budget"
"e0ec5f12-fb88-45ac-9992-0b9c7b1c1a81","bali-transport-cost","발리 교통비 여행 가이드 2026 | 교통비와 이동 동선 체크","published","true","none","MEDIUM","MERGE","phuquoc-transport-cost","dup-c8f865997d93d85f","0","14","0","0","clicks=0;impressions=0","template_skeleton_cluster","merge_into:phuquoc-transport-cost"
